-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/04/2021 
Location: Latitude  48.2083   Longitude 16.3731 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 372.75 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,QV2M,RH2M,PRECTOTCORR
2019,4,15,97.73,3.38,4.55,1.84,2.7,5.06,6.77,3.12,3.66,4.09,66.38,0.16
2019,4,16,97.63,2.1,3.32,0.43,2.89,2.94,4.73,0.54,4.18,3.91,57.62,0.0
2019,4,17,97.89,3.62,6.01,2.12,3.88,5.4,7.21,3.77,3.44,4.82,70.94,0.02
2019,4,18,98.35,2.27,3.62,0.99,2.62,3.05,4.26,1.27,2.99,5.31,65.25,0.0
2019,4,19,98.54,2.48,4.01,1.16,2.84,3.84,7.48,1.35,6.12,5.07,55.44,0.0
2019,4,20,98.39,1.52,2.63,0.52,2.11,2.04,4.13,0.46,3.67,4.21,46.69,0.0
2019,4,21,97.74,2.06,2.52,1.42,1.1,2.84,4.12,1.5,2.62,4.58,49.25,0.0
2019,4,22,96.93,3.76,7.55,0.69,6.86,5.05,10.95,1.05,9.9,5.25,55.0,0.01
2019,4,23,96.72,6.64,8.51,4.09,4.41,9.02,10.68,7.12,3.56,6.84,86.19,2.96
2019,4,24,96.79,7.18,9.36,5.18,4.18,9.87,12.03,7.02,5.01,7.75,73.88,0.11
2019,4,25,96.94,3.84,5.17,1.03,4.14,6.27,9.35,1.24,8.11,7.39,61.25,0.0
2019,4,26,96.76,5.04,7.69,2.48,5.2,7.52,10.11,4.99,5.12,7.63,61.31,0.54
2019,4,27,97.05,5.5,7.48,2.97,4.51,7.72,9.59,6.24,3.36,5.49,66.25,0.2
2019,4,28,97.2,5.74,8.54,2.95,5.59,8.25,11.07,6.46,4.61,4.76,63.56,0.03
2019,4,29,97.03,5.8,7.59,3.81,3.77,8.14,9.74,6.98,2.76,5.43,78.81,3.46
2019,4,30,96.74,5.88,6.43,5.01,1.41,8.16,9.35,6.3,3.05,6.47,85.0,12.85
2019,5,1,96.82,6.2,7.84,3.35,4.48,8.86,10.04,7.02,3.02,5.62,64.38,0.1
2019,5,2,96.49,3.59,4.85,1.43,3.42,5.59,7.98,2.23,5.74,5.86,57.19,0.04
2019,5,3,96.41,4.06,6.34,1.55,4.79,5.88,8.16,2.99,5.16,6.65,77.56,5.37
2019,5,4,96.22,2.0,5.27,0.33,4.94,2.84,7.12,0.35,6.77,6.29,80.81,6.18
2019,5,5,96.54,7.96,9.27,6.62,2.65,10.45,11.91,8.69,3.23,4.33,80.56,11.8
2019,5,6,96.99,7.29,9.01,5.17,3.84,10.11,11.81,8.41,3.41,4.03,69.31,3.07
2019,5,7,97.38,3.77,5.99,1.25,4.75,5.39,8.24,1.99,6.25,3.91,59.5,0.01
2019,5,8,96.73,5.8,8.01,2.71,5.3,8.16,10.64,5.19,5.45,5.19,62.31,0.05
2019,5,9,96.06,2.92,4.9,1.08,3.83,4.59,7.23,1.89,5.34,6.35,77.5,5.39
2019,5,10,96.66,4.76,7.02,2.51,4.52,7.47,9.24,5.38,3.86,6.41,70.94,0.64
2019,5,11,96.86,2.81,5.7,0.55,5.13,4.09,7.66,0.9,6.77,7.32,73.25,14.92
2019,5,12,97.6,6.34,8.38,4.05,4.34,8.52,10.73,5.76,4.97,6.35,87.69,10.99
2019,5,13,98.32,8.05,10.14,4.01,6.13,11.07,13.14,6.84,6.29,4.39,64.88,1.63
2019,5,14,97.9,6.85,8.84,4.9,3.95,9.25,11.45,7.57,3.88,4.21,72.19,2.5
2019,5,15,97.23,6.73,7.39,5.65,1.74,8.8,9.43,7.72,1.71,5.25,93.5,12.56
2019,5,16,97.01,2.88,5.34,0.83,4.52,3.95,7.43,0.79,6.64,5.62,82.88,2.22
2019,5,17,96.76,3.73,6.54,0.72,5.82,5.3,8.23,1.06,7.17,6.16,75.25,0.0
2019,5,18,96.55,4.19,6.32,2.48,3.84,6.05,7.81,4.58,3.23,7.26,76.06,0.04
2019,5,19,96.17,3.03,4.93,1.52,3.4,4.48,6.31,2.59,3.73,7.93,73.56,0.64
2019,5,20,95.91,3.92,6.45,1.62,4.83,5.77,8.22,2.66,5.55,8.3,81.06,7.02
2019,5,21,96.26,3.9,6.81,1.7,5.12,5.93,9.2,2.09,7.1,7.39,78.5,1.06
2019,5,22,96.77,7.01,8.58,5.29,3.28,9.98,11.3,8.04,3.27,8.18,83.25,9.85
2019,5,23,97.24,6.21,8.51,2.62,5.88,8.82,11.02,5.38,5.63,6.77,73.56,0.92
2019,5,24,97.09,3.34,4.41,2.0,2.41,4.95,6.73,3.12,3.6,5.98,59.94,0.0
2019,5,25,97.06,1.58,2.41,0.54,1.87,2.41,4.72,0.7,4.02,7.81,64.38,1.08
2019,5,26,97.09,2.02,3.43,0.95,2.48,3.2,4.73,1.47,3.25,9.28,71.69,0.87
2019,5,27,96.71,3.3,5.14,1.2,3.95,4.82,6.52,1.77,4.75,9.28,77.81,4.25
2019,5,28,96.21,2.44,4.98,1.23,3.75,3.88,7.51,1.55,5.95,9.46,90.0,13.14
2019,5,29,97.06,6.16,7.15,5.02,2.12,8.7,9.75,7.48,2.27,7.32,85.44,12.11
2019,5,30,97.88,4.92,7.41,1.12,6.3,7.07,10.01,2.41,7.59,6.41,78.19,7.97
2019,5,31,97.97,3.66,5.23,2.18,3.05,5.77,6.95,4.55,2.4,7.02,68.38,0.01
2019,6,1,97.79,3.72,4.77,2.52,2.26,5.88,6.74,5.11,1.63,9.58,75.19,0.32
2019,6,2,97.56,2.38,3.43,0.17,3.26,3.51,5.61,0.23,5.38,9.83,67.06,0.2
2019,6,3,97.31,1.86,2.56,1.35,1.21,2.47,3.04,1.39,1.65,9.22,58.75,0.02
2019,6,4,97.02,2.09,2.7,1.73,0.97,3.14,5.81,1.95,3.86,9.46,59.25,0.13
2019,6,5,96.68,2.62,3.96,0.46,3.5,3.98,6.83,0.64,6.19,10.62,66.06,0.31
2019,6,6,96.7,2.67,5.45,0.51,4.95,4.12,6.91,0.9,6.02,11.9,81.88,4.89
2019,6,7,97.05,3.18,5.15,1.29,3.86,5.12,7.33,1.99,5.34,10.5,71.62,1.6
2019,6,8,97.71,5.33,9.2,2.2,7.0,7.64,12.2,4.37,7.84,8.79,64.38,0.01
2019,6,9,97.9,2.53,3.52,1.49,2.02,4.02,5.92,1.7,4.23,8.85,59.88,0.0
2019,6,10,97.18,4.57,6.55,2.7,3.85,7.22,8.4,5.23,3.16,11.11,63.19,0.06
2019,6,11,96.89,4.54,5.98,2.94,3.04,7.39,8.68,5.12,3.55,11.66,63.44,0.06
2019,6,12,96.82,5.09,7.52,2.6,4.92,8.04,9.8,5.84,3.95,10.99,59.69,0.0
2019,6,13,96.94,2.54,4.3,0.77,3.54,4.1,6.32,1.03,5.29,11.84,62.75,0.07
2019,6,14,97.38,3.25,5.52,1.07,4.44,5.12,7.4,1.16,6.24,11.84,61.81,0.07
2019,6,15,96.98,3.75,5.14,2.64,2.5,6.07,7.34,4.41,2.93,11.17,58.25,0.12
2019,6,16,97.3,4.7,6.76,1.8,4.96,6.59,8.88,3.24,5.64,11.78,70.56,1.32
2019,6,17,97.59,3.97,5.79,1.82,3.98,5.71,7.29,3.52,3.77,9.16,63.5,0.18
2019,6,18,97.33,1.72,2.98,0.3,2.69,2.66,5.3,0.49,4.8,10.01,61.94,0.3
2019,6,19,96.94,2.37,3.04,1.23,1.81,3.3,4.19,1.88,2.31,10.68,60.5,1.06
2019,6,20,96.91,1.44,3.29,0.34,2.96,2.27,5.77,0.21,5.55,10.38,58.94,1.17
2019,6,21,97.29,3.17,4.48,1.82,2.66,4.3,5.72,3.16,2.55,10.25,62.25,3.06
2019,6,22,97.38,2.38,3.16,1.34,1.81,3.55,4.23,2.48,1.75,11.47,71.94,8.26
2019,6,23,97.34,3.0,3.94,1.41,2.53,4.65,6.25,3.04,3.21,12.57,87.62,14.63
2019,6,24,97.77,3.52,5.03,1.95,3.08,5.12,6.27,3.5,2.77,10.68,65.19,0.75
2019,6,25,98.02,3.05,4.31,1.19,3.12,4.59,6.72,1.83,4.89,12.39,65.31,0.02
2019,6,26,97.95,3.05,4.94,1.44,3.5,4.73,6.88,2.27,4.61,12.51,57.44,0.0
2019,6,27,97.6,4.68,6.44,3.1,3.34,7.37,8.8,5.95,2.85,12.02,54.0,1.11
2019,6,28,97.74,4.06,5.46,1.9,3.56,5.98,7.02,3.05,3.98,7.26,47.81,0.0
2019,6,29,97.82,1.23,2.53,0.27,2.26,1.61,4.43,0.33,4.11,6.77,42.75,0.0
2019,6,30,97.49,4.45,6.52,2.54,3.98,6.83,8.62,4.47,4.15,7.93,41.88,0.0
2019,7,1,97.24,2.41,4.29,0.76,3.52,4.05,7.32,1.14,6.18,11.78,54.5,2.79
2019,7,2,97.36,3.55,6.12,0.98,5.13,5.04,7.62,1.77,5.85,10.93,62.38,0.8
2019,7,3,97.6,2.95,4.27,1.95,2.32,4.39,5.49,3.41,2.09,7.87,51.5,0.19
2019,7,4,97.7,1.89,2.67,1.16,1.52,2.82,5.56,1.48,4.09,6.84,47.0,0.0
2019,7,5,97.22,4.16,6.23,2.52,3.72,6.46,8.23,4.12,4.1,8.48,52.94,0.01
2019,7,6,96.83,3.15,4.66,2.16,2.49,5.2,7.48,2.86,4.62,8.79,48.06,0.13
2019,7,7,96.64,4.47,5.91,1.7,4.22,6.7,7.92,3.47,4.45,10.13,62.0,2.94
2019,7,8,97.11,3.45,5.14,1.9,3.24,5.27,6.68,3.77,2.91,7.57,60.38,1.35
2019,7,9,97.18,3.18,5.22,2.21,3.01,4.87,6.7,2.83,3.87,6.41,51.12,0.03
2019,7,10,97.24,4.19,5.58,2.43,3.15,6.1,7.01,4.63,2.38,5.68,49.12,0.0
2019,7,11,97.04,3.36,4.16,2.09,2.07,5.17,6.7,4.18,2.52,6.59,49.94,0.02
2019,7,12,96.9,2.95,4.17,1.38,2.8,4.49,6.55,2.82,3.74,9.16,69.69,5.97
2019,7,13,96.79,4.51,6.25,2.3,3.95,6.66,9.21,4.06,5.14,9.58,83.0,9.22
2019,7,14,97.01,4.84,5.91,2.38,3.52,6.95,8.84,5.33,3.51,8.54,68.25,2.04
2019,7,15,97.1,3.39,4.2,2.36,1.84,5.03,6.16,4.55,1.6,7.57,60.31,0.12
2019,7,16,97.07,3.59,6.2,2.29,3.91,5.52,8.16,3.32,4.84,7.75,55.19,0.01
2019,7,17,96.99,2.45,3.7,0.99,2.71,3.52,4.84,1.71,3.13,8.06,54.75,0.49
2019,7,18,96.94,1.55,2.45,0.48,1.98,2.26,5.09,0.61,4.48,8.73,54.62,1.24
2019,7,19,97.21,1.88,2.52,1.23,1.28,2.99,5.27,1.72,3.55,8.48,50.19,0.8
2019,7,20,97.27,1.99,2.95,0.58,2.38,3.12,5.77,0.86,4.91,9.64,49.94,0.85
2019,7,21,97.61,3.6,6.84,2.02,4.84,5.55,8.73,4.12,4.6,11.17,63.94,0.5
2019,7,22,97.91,2.98,3.95,2.01,1.95,4.85,6.81,3.09,3.73,10.01,57.06,0.02
2019,7,23,97.68,3.73,5.41,0.83,4.59,5.52,6.88,1.46,5.42,9.4,48.12,0.02
2019,7,24,97.49,1.73,2.78,0.27,2.51,2.22,3.36,0.37,2.99,9.34,46.0,0.01
2019,7,25,97.4,1.7,2.77,0.15,2.62,2.47,6.39,0.27,6.12,9.16,42.19,0.0
2019,7,26,96.72,1.52,2.62,0.39,2.23,2.57,5.8,0.38,5.41,10.86,48.56,0.6
2019,7,27,96.15,2.54,3.98,0.7,3.28,3.46,4.96,1.12,3.84,13.73,79.06,8.77
2019,7,28,95.9,4.34,7.06,1.53,5.53,5.98,8.9,2.55,6.34,12.51,75.69,4.36
2019,7,29,96.4,3.0,5.29,1.36,3.93,4.27,7.73,2.37,5.37,12.21,74.19,7.03
2019,7,30,96.8,4.77,6.12,2.3,3.82,6.76,7.81,5.05,2.77,12.76,69.75,2.09
2019,7,31,97.07,3.97,5.02,3.06,1.96,5.86,7.3,4.65,2.66,12.08,67.25,5.23
2019,8,1,97.29,3.02,4.83,0.22,4.61,4.03,6.8,0.34,6.46,9.77,58.62,1.25
2019,8,2,96.98,1.64,2.94,0.4,2.54,2.48,6.44,0.56,5.88,9.46,64.44,6.34
2019,8,3,96.97,4.43,5.64,3.06,2.59,6.51,7.35,5.8,1.55,9.46,70.62,3.59
2019,8,4,97.27,3.41,4.47,1.89,2.58,4.89,6.52,3.07,3.45,8.24,60.81,0.09
2019,8,5,97.13,1.79,2.58,0.55,2.02,3.17,5.64,0.86,4.78,8.24,51.06,1.2
2019,8,6,96.98,2.47,3.81,1.38,2.44,4.15,5.63,2.41,3.23,11.29,61.75,1.55
2019,8,7,96.66,2.7,4.63,1.45,3.19,4.47,7.05,2.02,5.03,11.41,59.81,6.29
2019,8,8,97.03,2.79,4.72,1.17,3.54,4.24,7.17,1.59,5.59,10.68,66.62,2.87
2019,8,9,97.12,1.95,3.12,0.58,2.55,3.48,6.19,0.99,5.2,9.58,52.44,0.0
2019,8,10,97.13,2.52,4.53,0.91,3.62,3.95,6.83,0.96,5.88,12.21,60.06,1.38
2019,8,11,97.45,2.94,4.22,0.98,3.23,4.49,7.04,0.73,6.32,10.5,61.38,0.58
2019,8,12,97.06,3.22,5.87,1.67,4.19,4.45,7.48,1.94,5.54,12.63,67.69,5.53
2019,8,13,97.3,4.28,6.03,2.34,3.69,5.95,8.48,3.75,4.73,9.95,72.44,6.34
2019,8,14,97.34,4.55,6.21,2.55,3.66,6.73,8.37,5.57,2.8,7.69,62.88,3.58
2019,8,15,97.26,1.88,3.04,0.07,2.97,3.2,6.32,0.23,6.09,6.65,51.19,0.03
2019,8,16,97.37,3.82,5.57,2.12,3.45,5.77,7.18,3.69,3.49,8.54,65.94,1.48
2019,8,17,97.24,1.98,3.91,0.57,3.34,2.88,4.69,0.84,3.85,7.81,53.25,0.0
2019,8,18,96.98,2.59,4.36,1.48,2.89,4.23,8.11,1.91,6.2,9.03,46.75,0.01
2019,8,19,97.24,2.65,5.25,1.18,4.07,4.2,6.44,1.94,4.51,10.86,60.69,1.46
2019,8,20,97.54,2.74,3.81,0.51,3.3,4.47,6.5,0.7,5.8,11.9,66.0,0.81
2019,8,21,98.16,6.13,8.38,3.22,5.16,8.38,11.28,5.4,5.88,8.67,66.94,0.48
2019,8,22,98.14,2.81,3.85,1.53,2.32,3.77,6.18,1.45,4.73,9.22,70.25,1.89
2019,8,23,98.1,1.62,2.3,0.73,1.59,2.46,3.45,0.72,2.73,10.93,70.12,0.35
2019,8,24,97.83,2.11,3.63,1.1,2.53,3.19,4.59,1.8,2.78,11.72,65.62,2.69
2019,8,25,97.72,1.81,3.47,0.45,3.02,2.61,4.16,0.78,3.38,12.08,72.19,9.01
2019,8,26,97.72,2.16,4.14,0.51,3.63,3.22,5.2,0.75,4.45,11.29,67.19,0.78
2019,8,27,97.61,2.85,4.25,1.26,2.99,4.46,6.05,2.23,3.83,11.47,66.38,0.14
2019,8,28,97.47,3.2,4.76,2.27,2.48,5.16,5.92,3.86,2.06,11.05,59.75,0.0
2019,8,29,97.51,1.87,3.42,0.78,2.64,3.16,6.06,0.94,5.13,12.21,66.0,3.47
2019,8,30,97.81,2.99,4.18,1.62,2.56,4.35,6.38,2.86,3.52,11.72,69.5,1.28
2019,8,31,97.45,2.41,4.16,0.43,3.73,3.87,6.19,0.62,5.56,10.01,54.94,0.0
2019,9,1,96.97,2.42,3.03,1.44,1.59,3.98,5.46,2.53,2.92,10.86,58.25,1.09
2019,9,2,97.39,5.05,8.04,3.02,5.02,6.84,10.16,4.73,5.42,11.05,81.12,11.61
2019,9,3,97.93,4.2,6.3,1.54,4.77,5.74,7.85,2.3,5.55,6.77,60.69,0.62
2019,9,4,97.59,2.74,3.81,1.07,2.74,4.41,7.21,1.36,5.85,6.04,51.81,0.24
2019,9,5,97.18,3.18,5.67,2.32,3.35,4.93,8.03,2.92,5.11,7.81,58.31,0.44
2019,9,6,97.7,3.93,6.29,1.09,5.2,5.36,8.82,1.81,7.01,8.18,69.88,2.36
2019,9,7,97.34,1.12,2.88,0.21,2.66,1.82,4.98,0.2,4.78,9.52,86.44,19.78
2019,9,8,97.24,2.82,4.33,0.14,4.2,4.47,6.52,0.21,6.3,8.3,75.31,1.9
2019,9,9,96.91,4.15,5.7,1.06,4.63,6.15,8.05,2.34,5.7,7.63,79.31,14.89
2019,9,10,97.49,3.6,5.86,2.09,3.78,5.69,7.2,3.52,3.67,6.96,69.12,0.0
2019,9,11,97.92,2.63,4.11,1.44,2.67,3.97,5.48,2.16,3.33,6.71,59.06,0.0
2019,9,12,98.52,3.57,4.73,2.41,2.32,5.93,7.43,4.95,2.48,7.81,66.38,0.0
2019,9,13,98.6,3.15,4.51,2.27,2.23,5.41,6.38,4.17,2.2,8.91,65.12,0.0
2019,9,14,98.67,2.96,4.0,1.55,2.46,4.39,5.93,2.6,3.33,8.0,68.0,0.25
2019,9,15,98.07,1.85,3.05,0.9,2.15,3.02,6.69,1.47,5.23,7.69,61.44,0.0
2019,9,16,97.45,3.03,4.2,1.82,2.38,5.3,6.86,3.86,3.0,10.07,70.81,0.06
2019,9,17,97.19,4.38,7.02,2.3,4.73,6.84,9.45,4.11,5.34,9.03,70.25,0.62
2019,9,18,97.77,4.18,6.97,1.94,5.03,6.09,9.09,3.04,6.05,4.64,54.44,0.0
2019,9,19,98.15,3.74,5.47,2.52,2.95,5.83,6.98,4.49,2.48,4.39,58.25,0.0
2019,9,20,98.33,2.17,3.11,0.33,2.78,3.25,5.48,0.41,5.06,4.33,55.88,0.0
2019,9,21,98.05,3.46,5.6,1.48,4.12,5.34,7.48,2.18,5.3,4.52,51.56,0.0
2019,9,22,97.21,4.97,8.08,2.21,5.87,7.52,10.12,4.39,5.73,5.43,56.88,0.0
2019,9,23,96.94,1.77,3.46,0.44,3.02,2.66,4.48,0.77,3.7,8.06,73.81,0.4
2019,9,24,96.96,2.72,4.86,0.17,4.69,4.05,6.44,0.22,6.22,8.12,71.31,0.1
2019,9,25,96.7,3.55,5.43,1.97,3.46,5.77,7.2,3.45,3.75,7.75,73.44,1.1
2019,9,26,97.04,3.56,5.24,2.08,3.17,5.84,6.73,4.13,2.61,7.63,71.88,0.37
2019,9,27,97.17,2.51,3.02,1.78,1.23,4.44,6.15,2.96,3.2,8.61,70.94,0.25
2019,9,28,97.32,2.88,4.87,1.89,2.98,5.03,6.3,3.36,2.94,8.73,80.44,5.21
2019,9,29,96.9,3.93,5.82,2.57,3.26,6.32,7.93,4.62,3.31,8.42,71.62,0.01
2019,9,30,96.59,6.12,10.55,2.73,7.82,9.87,14.41,5.78,8.62,7.63,62.06,0.2
2019,10,1,96.65,4.23,7.12,2.51,4.62,6.81,9.02,4.59,4.43,7.81,68.75,0.01
2019,10,2,96.21,4.0,8.14,2.15,5.99,6.27,10.65,4.3,6.36,8.61,84.56,12.01
2019,10,3,97.04,6.25,8.32,3.23,5.09,8.88,10.95,6.53,4.42,5.13,71.38,0.38
2019,10,4,96.85,2.28,3.2,0.52,2.67,3.99,6.56,0.8,5.75,5.19,69.69,0.2
2019,10,5,96.48,5.86,9.87,2.55,7.31,8.61,13.65,5.04,8.6,6.41,80.62,6.56
2019,10,6,97.31,3.66,7.09,1.51,5.58,5.27,9.83,2.93,6.9,4.7,71.5,0.54
2019,10,7,97.38,1.65,2.61,1.05,1.56,2.39,4.12,1.24,2.89,4.39,73.62,0.98
2019,10,8,97.24,4.66,6.34,2.09,4.25,6.73,9.18,3.64,5.54,4.94,70.19,0.05
2019,10,9,96.82,2.97,6.7,1.09,5.6,5.01,9.41,1.04,8.37,7.75,82.94,2.6
2019,10,10,97.31,4.2,6.34,2.86,3.48,7.14,8.66,5.09,3.57,6.16,74.38,0.33
2019,10,11,97.74,3.79,4.84,2.78,2.06,6.1,8.2,3.62,4.57,5.92,71.38,0.02
2019,10,12,97.5,2.34,3.29,0.45,2.84,4.12,6.93,0.64,6.29,6.35,67.38,0.0
2019,10,13,97.59,1.73,3.16,0.09,3.06,2.89,6.05,0.17,5.88,6.96,74.62,0.03
2019,10,14,97.4,3.14,5.27,0.36,4.91,4.75,7.59,0.63,6.96,8.06,82.25,0.06
2019,10,15,96.73,5.65,7.88,4.41,3.48,8.14,10.55,5.39,5.17,8.36,78.5,0.07
2019,10,16,97.2,3.39,5.55,0.68,4.88,5.48,8.02,1.05,6.97,6.9,75.38,2.01
2019,10,17,97.32,3.18,4.2,2.35,1.84,5.33,7.48,2.88,4.6,6.71,78.75,0.0
2019,10,18,97.12,2.04,3.55,0.7,2.86,3.31,4.9,0.45,4.45,6.84,80.19,0.02
2019,10,19,97.01,1.31,3.23,0.04,3.2,1.95,4.2,0.14,4.06,7.51,83.44,0.05
2019,10,20,97.0,2.76,4.23,1.02,3.2,4.55,7.8,1.46,6.34,8.06,80.5,0.07
2019,10,21,97.47,1.85,2.88,0.75,2.12,2.95,5.62,0.66,4.95,7.81,75.12,0.0
2019,10,22,97.84,1.8,3.3,0.73,2.58,2.71,4.89,0.62,4.27,8.61,85.0,0.04
2019,10,23,97.47,3.6,6.21,0.82,5.39,5.89,8.46,1.45,7.01,8.24,77.69,0.04
2019,10,24,96.97,4.59,7.19,2.69,4.51,7.74,9.41,5.31,4.09,7.2,67.81,0.0
2019,10,25,97.7,3.59,6.26,2.21,4.05,5.71,7.95,3.62,4.32,7.63,80.12,0.02
2019,10,26,97.78,2.45,3.93,1.27,2.66,3.88,6.03,2.22,3.81,6.59,69.31,0.0
2019,10,27,97.53,2.71,3.16,1.4,1.77,4.57,6.35,2.43,3.92,6.29,62.69,0.0
2019,10,28,97.57,3.23,4.51,1.95,2.55,4.94,6.53,3.57,2.96,6.1,84.0,3.36
2019,10,29,97.69,2.5,4.22,1.33,2.89,4.11,6.3,1.99,4.31,4.58,80.06,2.59
2019,10,30,98.17,2.88,3.52,1.48,2.03,4.22,5.62,3.11,2.52,4.09,82.69,1.76
2019,10,31,98.04,2.27,3.96,0.52,3.44,3.4,4.86,0.7,4.16,3.54,79.75,0.05
2019,11,1,97.38,5.66,7.77,2.52,5.25,8.09,10.18,4.16,6.02,3.48,74.25,0.01
2019,11,2,96.01,3.43,6.21,1.07,5.14,5.23,8.61,1.66,6.95,5.43,86.94,0.13
2019,11,3,95.11,6.65,8.8,4.05,4.75,9.2,12.18,5.34,6.84,8.06,85.31,0.9
2019,11,4,95.25,3.79,5.91,2.27,3.64,6.38,9.52,3.66,5.87,6.77,80.81,2.83
2019,11,5,95.6,2.68,4.83,0.55,4.27,4.01,6.33,0.66,5.66,5.98,94.5,16.62
2019,11,6,96.02,2.27,3.5,0.87,2.63,3.76,5.6,1.54,4.06,5.43,83.38,5.78
2019,11,7,96.3,2.46,3.29,1.27,2.02,4.17,6.76,1.75,5.01,5.62,87.88,1.19
2019,11,8,96.28,4.3,5.95,2.5,3.45,5.9,7.62,3.11,4.51,6.16,93.69,1.4
2019,11,9,96.54,2.49,4.23,0.78,3.45,4.34,6.22,1.44,4.78,5.19,91.56,4.02
2019,11,10,96.81,3.32,4.84,2.18,2.67,5.45,7.25,3.85,3.4,4.21,91.44,0.14
2019,11,11,96.99,4.57,7.5,0.99,6.5,6.46,9.56,1.57,7.99,4.39,88.19,0.32
2019,11,12,96.37,2.95,5.07,1.08,4.0,3.96,7.12,1.17,5.95,5.19,95.56,11.49
2019,11,13,95.89,4.28,7.1,1.7,5.41,5.79,9.6,1.64,7.96,4.33,94.06,11.88
2019,11,14,96.6,3.23,5.09,0.97,4.12,5.49,7.84,1.58,6.27,4.03,91.25,0.04
2019,11,15,96.5,5.26,6.55,3.98,2.58,7.91,9.34,6.48,2.85,5.74,97.25,0.66
2019,11,16,96.74,4.62,5.73,2.73,2.99,6.9,8.2,4.8,3.38,6.59,94.38,0.74
2019,11,17,96.74,4.5,6.5,2.22,4.28,6.8,9.01,4.24,4.77,6.96,94.62,0.21
2019,11,18,96.68,3.14,4.22,1.0,3.22,4.9,6.6,1.64,4.96,5.92,87.94,1.77
2019,11,19,97.43,3.59,5.67,2.62,3.05,6.13,7.29,4.2,3.09,5.74,89.19,0.03
2019,11,20,97.07,1.81,2.64,0.66,1.98,2.88,4.74,0.96,3.78,6.1,97.5,8.31
2019,11,21,96.71,3.77,5.5,1.67,3.83,5.75,7.9,3.59,4.3,6.41,93.12,0.82
2019,11,22,96.92,5.25,7.04,3.96,3.08,7.15,8.91,5.28,3.62,6.1,92.81,0.05
2019,11,23,96.73,6.63,8.12,5.34,2.79,8.71,10.23,7.27,2.96,5.25,91.44,0.06
2019,11,24,96.75,4.99,6.29,3.7,2.59,6.77,7.88,5.15,2.73,5.49,92.38,0.03
2019,11,25,96.76,3.79,4.18,3.3,0.88,4.91,5.7,4.58,1.12,5.19,91.81,0.07
2019,11,26,96.69,2.48,3.45,1.81,1.63,4.16,5.59,2.84,2.76,4.88,91.69,0.01
2019,11,27,95.95,4.26,7.46,1.62,5.84,6.0,9.34,2.91,6.44,5.31,94.19,0.77
2019,11,28,95.86,2.27,3.69,1.52,2.17,4.23,7.71,2.47,5.24,5.86,92.44,3.42
2019,11,29,96.26,4.42,5.77,3.82,1.95,8.02,9.13,7.2,1.94,5.25,85.75,0.5
2019,11,30,97.61,4.2,6.08,1.75,4.33,6.59,9.14,2.66,6.49,3.54,84.19,0.38
2019,12,1,97.66,4.64,7.85,0.59,7.27,6.54,10.16,0.96,9.2,3.3,84.69,0.36
2019,12,2,97.46,4.3,7.59,0.35,7.23,6.68,10.38,0.75,9.64,3.36,85.25,4.5
2019,12,3,98.15,3.96,6.06,1.03,5.04,6.15,9.64,1.5,8.15,3.05,81.94,0.12
2019,12,4,98.17,4.33,6.8,1.03,5.77,6.04,8.88,1.45,7.42,2.81,85.12,0.04
2019,12,5,97.95,5.36,6.83,2.45,4.38,7.21,9.03,3.71,5.32,2.69,87.75,0.04
2019,12,6,97.56,2.61,3.49,1.83,1.66,3.78,5.73,2.54,3.19,2.99,89.62,0.14
2019,12,7,97.2,3.46,4.2,2.57,1.62,6.27,8.05,4.02,4.02,3.91,86.06,0.47
2019,12,8,96.96,2.98,3.73,1.89,1.84,5.23,6.84,2.81,4.02,4.52,92.62,0.09
2019,12,9,96.35,2.17,2.62,1.43,1.19,3.72,4.83,2.22,2.61,4.21,87.81,0.7
2019,12,10,97.49,5.67,8.51,2.97,5.55,8.99,11.11,5.52,5.59,3.78,86.31,0.34
2019,12,11,97.24,3.28,5.63,0.95,4.68,5.34,8.95,1.23,7.73,2.56,77.69,0.02
