-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 01/31/2021 
Location: Latitude  39.905   Longitude 116.3914 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 221.57 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,PS,WS10M,WS50M,QV2M,RH2M,PRECTOTCORR
2008,5,18,16.91,1.39,9.15,17.47,98.17,6.23,9.27,4.33,38.81,0.11
2008,5,19,20.01,1.83,10.93,20.94,98.07,3.84,6.31,4.52,33.88,0.0
2008,5,20,19.21,2.35,10.78,19.45,97.5,4.55,7.03,4.76,38.75,0.0
2008,5,21,21.17,-1.04,10.06,21.26,97.63,4.2,6.56,3.78,26.75,0.0
2008,5,22,22.68,4.52,13.6,23.59,97.78,2.96,4.36,5.49,34.94,0.0
2008,5,23,24.27,11.23,17.75,24.86,97.86,2.8,3.77,8.54,47.5,0.0
2008,5,24,25.28,3.0,14.14,26.49,97.79,2.74,4.3,5.25,30.19,0.0
2008,5,25,24.83,6.2,15.52,25.83,97.95,2.95,4.11,6.41,35.31,0.0
2008,5,26,24.18,13.12,18.65,25.49,97.63,3.19,4.66,9.7,53.0,1.63
2008,5,27,22.27,-3.66,9.31,22.7,97.65,7.3,10.66,3.36,21.12,0.0
2008,5,28,21.54,-2.85,9.34,22.88,97.58,4.14,6.26,3.23,22.88,0.0
2008,5,29,18.01,-5.46,6.27,18.87,97.96,8.26,11.68,2.69,22.69,0.0
2008,5,30,20.3,-2.03,9.13,21.27,98.0,5.03,7.42,3.42,24.81,0.0
2008,5,31,20.85,1.33,11.08,20.97,97.38,2.66,4.27,4.46,30.75,0.22
2008,6,1,19.49,5.73,12.62,20.65,97.96,5.11,7.41,5.92,42.94,2.05
2008,6,2,19.65,6.59,13.12,21.71,98.42,2.16,3.46,6.23,46.69,0.54
2008,6,3,15.9,10.89,13.39,16.47,98.66,2.19,3.04,8.24,72.75,6.25
2008,6,4,18.71,10.33,14.51,19.83,98.49,2.79,4.15,8.0,60.88,13.16
2008,6,5,20.62,10.94,15.78,21.48,98.17,2.16,3.02,8.36,57.62,1.09
2008,6,6,22.48,11.45,16.97,24.01,98.08,3.66,5.02,8.67,53.25,0.03
2008,6,7,22.4,12.66,17.53,23.72,97.91,2.75,3.26,9.34,59.06,0.04
2008,6,8,24.19,9.86,17.02,25.57,98.21,2.73,3.83,7.81,45.44,0.0
2008,6,9,24.26,13.98,19.12,25.67,98.26,2.73,3.59,10.19,56.81,0.01
2008,6,10,24.03,12.78,18.4,25.28,98.41,2.63,3.78,9.4,52.19,0.03
2008,6,11,24.66,12.18,18.42,25.55,98.32,2.91,3.89,9.03,48.19,0.14
2008,6,12,23.61,12.81,18.21,24.65,98.17,2.84,3.73,9.46,52.94,0.21
2008,6,13,23.76,16.84,20.3,24.38,98.2,1.91,2.58,12.39,66.69,11.4
2008,6,14,19.88,17.31,18.6,19.81,98.58,2.16,3.16,12.57,85.06,4.86
2008,6,15,21.07,13.86,17.46,21.72,98.87,1.91,2.49,10.01,66.06,0.01
2008,6,16,22.17,13.96,18.07,22.49,98.66,1.57,2.07,10.19,61.62,17.17
2008,6,17,19.83,14.37,17.09,20.9,98.37,2.21,2.99,10.44,73.12,10.61
2008,6,18,21.51,14.19,17.85,23.1,97.87,2.96,4.02,10.31,66.5,0.03
2008,6,19,24.09,16.38,20.24,24.92,97.67,2.45,3.29,12.02,64.0,0.0
2008,6,20,25.67,19.35,22.51,25.88,97.52,1.9,2.52,14.53,69.88,6.93
2008,6,21,27.31,15.88,21.59,28.34,97.33,1.8,2.81,11.9,57.88,0.02
2008,6,22,26.74,17.34,22.05,27.42,97.47,1.9,2.62,12.76,59.56,1.53
2008,6,23,24.67,17.68,21.18,25.69,97.43,3.45,4.84,13.06,67.62,14.04
2008,6,24,24.33,16.5,20.42,26.02,97.7,2.7,3.73,12.08,66.69,0.14
2008,6,25,23.83,19.05,21.44,25.05,97.87,2.25,3.09,14.16,76.31,6.91
2008,6,26,22.42,18.87,20.65,23.51,98.0,2.52,3.27,13.98,81.75,10.05
2008,6,27,21.98,19.48,20.73,22.71,97.92,2.48,3.46,14.53,86.44,8.06
2008,6,28,22.73,19.33,21.03,23.55,97.7,2.51,3.45,14.4,82.38,6.13
2008,6,29,22.65,20.11,21.38,23.25,97.65,1.97,2.89,15.14,86.31,2.97
2008,6,30,23.74,20.65,22.19,24.44,97.78,2.59,3.48,15.69,84.06,7.04
2008,7,1,22.76,20.56,21.66,23.12,97.8,2.42,3.59,15.56,87.88,5.67
2008,7,2,25.55,19.15,22.36,26.72,97.4,2.21,3.07,14.28,71.38,1.34
2008,7,3,28.15,17.93,23.04,29.07,97.39,2.22,3.36,13.31,60.06,0.0
2008,7,4,28.35,21.4,24.88,28.51,97.32,2.84,4.0,16.66,67.75,12.68
2008,7,5,23.76,19.63,21.69,23.46,97.03,3.7,5.34,14.83,78.25,12.34
2008,7,6,26.76,16.3,21.53,27.39,97.58,2.84,4.36,11.96,56.81,0.0
2008,7,7,26.83,17.76,22.3,26.78,98.13,2.21,2.81,13.06,58.75,0.31
2008,7,8,23.65,21.02,22.34,24.05,98.34,2.64,3.63,15.87,85.62,5.22
2008,7,9,25.26,20.93,23.09,26.47,98.22,2.48,3.34,15.81,78.88,0.22
2008,7,10,27.08,21.48,24.28,28.3,97.87,2.23,3.09,16.42,74.06,0.0
2008,7,11,27.37,22.01,24.69,28.26,97.68,1.55,1.86,17.03,74.31,0.34
2008,7,12,27.76,13.28,20.51,28.73,97.85,2.98,4.8,10.01,46.81,0.13
2008,7,13,27.05,14.46,20.76,27.12,98.15,2.54,3.66,10.56,48.44,0.0
2008,7,14,24.15,18.0,21.08,24.02,98.21,2.39,3.68,13.24,70.31,18.91
2008,7,15,23.89,18.69,21.29,24.56,97.7,3.21,4.72,13.85,75.44,23.22
2008,7,16,26.83,16.97,21.9,27.37,97.57,2.36,4.03,12.51,59.19,0.07
2008,7,17,26.47,15.94,21.2,26.55,97.74,2.48,4.06,11.66,55.44,0.0
2008,7,18,25.29,18.95,22.12,25.77,98.09,1.82,2.4,14.04,68.62,4.74
2008,7,19,25.24,19.08,22.15,25.85,98.23,1.94,2.49,14.1,70.69,0.73
2008,7,20,25.39,18.05,21.72,25.95,98.05,2.25,3.32,13.24,66.0,1.28
2008,7,21,26.27,18.08,22.17,27.19,97.75,2.2,3.12,13.31,63.38,0.1
2008,7,22,27.82,18.09,22.96,28.26,97.75,2.48,3.52,13.31,58.0,0.0
2008,7,23,27.4,18.23,22.81,28.12,97.82,2.57,3.57,13.43,60.38,0.0
2008,7,24,27.48,18.69,23.08,28.25,97.85,2.33,3.09,13.79,61.19,0.0
2008,7,25,28.33,18.73,23.53,28.94,97.92,2.15,2.79,13.85,57.62,0.51
2008,7,26,29.15,19.25,24.2,29.7,98.01,2.35,3.25,14.28,57.25,0.0
2008,7,27,28.15,19.62,23.88,29.19,98.15,2.55,3.64,14.65,63.69,0.0
2008,7,28,28.23,19.99,24.12,29.14,98.08,2.84,4.01,14.95,63.44,0.44
2008,7,29,26.57,19.8,23.19,27.48,98.27,2.94,3.94,14.83,68.81,3.07
2008,7,30,26.12,20.79,23.45,27.08,98.42,2.69,3.85,15.69,74.25,2.1
2008,7,31,25.81,22.52,24.17,26.46,98.14,2.73,3.73,17.46,83.25,5.1
2008,8,1,26.42,19.22,22.82,26.88,97.87,3.11,4.32,14.4,67.69,0.27
2008,8,2,28.04,15.83,21.94,29.05,97.97,2.55,3.48,11.54,51.06,0.17
2008,8,3,29.02,16.48,22.76,29.78,97.89,2.73,3.91,12.02,51.25,0.72
2008,8,4,28.45,18.85,23.65,29.59,98.04,2.54,3.63,13.92,58.62,0.0
2008,8,5,28.58,17.56,23.07,29.58,98.26,2.49,3.4,12.82,54.31,0.0
2008,8,6,27.24,17.75,22.5,28.29,98.4,2.15,2.82,12.94,58.88,0.0
2008,8,7,28.33,19.73,24.03,29.45,98.26,2.48,3.57,14.71,61.19,0.22
2008,8,8,28.91,21.65,25.28,29.73,98.1,3.12,4.49,16.6,66.94,0.06
2008,8,9,29.02,21.65,25.33,29.79,97.91,3.05,4.46,16.6,66.12,0.97
2008,8,10,26.18,22.42,24.3,26.48,97.89,3.31,4.69,17.4,80.75,27.23
2008,8,11,24.09,21.04,22.57,24.62,98.11,1.84,2.45,16.05,84.19,46.64
2008,8,12,24.64,21.26,22.94,24.89,98.34,1.69,2.26,16.11,82.5,2.71
2008,8,13,24.94,21.19,23.06,25.24,98.3,1.56,2.03,16.05,80.5,1.49
2008,8,14,24.01,18.98,21.5,23.76,98.15,2.41,3.64,14.04,75.0,16.88
2008,8,15,23.5,15.69,19.6,23.41,98.2,2.91,4.41,11.41,64.88,3.22
2008,8,16,22.8,13.55,18.18,22.79,98.16,2.44,3.78,9.89,58.31,0.0
2008,8,17,22.25,16.04,19.14,22.57,98.09,2.48,3.25,11.72,69.38,1.83
2008,8,18,22.82,17.59,20.21,23.71,97.89,1.98,2.99,12.88,74.75,1.23
2008,8,19,24.44,18.08,21.26,25.12,98.22,1.92,2.68,13.24,70.0,0.16
2008,8,20,24.14,18.34,21.24,23.99,98.28,2.49,3.75,13.43,71.19,0.26
2008,8,21,20.98,18.73,19.86,21.3,97.82,3.34,4.64,13.85,87.69,12.74
2008,8,22,23.73,14.62,19.17,23.63,97.5,3.08,4.53,10.74,62.44,0.04
2008,8,23,25.66,13.6,19.63,25.58,97.78,3.15,4.89,10.01,51.75,0.02
2008,8,24,25.76,16.43,21.09,25.54,98.2,3.03,4.61,12.02,58.25,0.46
2008,8,25,22.7,18.83,20.76,22.46,98.49,1.93,2.8,13.85,79.5,0.93
2008,8,26,22.12,18.64,20.38,22.0,98.46,2.23,3.19,13.67,81.44,6.88
2008,8,27,23.48,17.94,20.71,24.26,98.39,1.49,2.23,13.12,74.75,0.3
2008,8,28,23.4,18.55,20.98,23.64,98.53,1.98,2.88,13.61,75.62,0.0
2008,8,29,23.72,19.32,21.51,23.95,98.56,2.49,3.58,14.28,77.94,3.8
2008,8,30,21.16,17.63,19.4,20.96,98.36,2.42,3.72,12.88,81.25,9.68
2008,8,31,20.7,10.66,15.68,20.37,98.47,3.63,5.3,8.18,55.12,0.0
2008,9,1,21.85,9.09,15.48,21.94,98.39,2.63,4.24,7.39,47.69,0.0
2008,9,2,24.04,11.31,17.68,24.23,98.39,2.75,4.66,8.54,48.69,0.0
2008,9,3,23.08,13.48,18.28,22.71,98.41,2.52,3.56,9.83,56.56,0.12
2008,9,4,22.08,15.17,18.62,22.36,98.13,2.34,3.26,11.05,66.69,5.13
2008,9,5,22.4,13.25,17.83,22.94,98.37,1.97,3.16,9.77,61.81,0.0
2008,9,6,21.91,16.01,18.96,21.57,98.99,1.78,2.46,11.6,70.12,9.35
2008,9,7,20.54,18.8,19.66,20.1,99.37,1.52,2.39,13.67,89.75,9.32
2008,9,8,21.14,17.47,19.3,21.5,99.28,2.35,3.5,12.57,80.81,0.89
2008,9,9,19.89,17.77,18.83,19.98,98.7,2.88,4.15,12.94,88.25,17.46
2008,9,10,20.06,11.28,15.67,20.15,98.62,2.83,4.81,8.61,62.75,4.4
2008,9,11,20.86,9.27,15.06,20.76,98.48,3.42,5.84,7.51,51.69,0.0
2008,9,12,22.53,11.8,17.17,22.5,98.48,3.15,5.1,8.91,55.25,0.0
2008,9,13,20.69,15.63,18.15,21.09,99.06,2.55,3.77,11.23,74.81,0.0
2008,9,14,20.76,14.93,17.84,20.59,98.83,2.38,3.64,10.74,71.38,4.7
2008,9,15,22.99,13.79,18.39,22.94,98.37,1.98,3.2,10.07,61.44,0.11
2008,9,16,21.24,15.69,18.47,20.8,98.4,2.2,3.02,11.41,71.69,13.83
2008,9,17,21.08,15.99,18.53,20.97,98.32,2.2,3.2,11.6,75.88,0.01
2008,9,18,21.36,11.12,16.24,20.96,98.65,2.8,4.59,8.61,55.5,0.0
2008,9,19,19.47,16.71,18.08,19.14,98.7,1.55,2.04,12.15,84.56,2.99
2008,9,20,21.99,15.44,18.71,21.63,98.4,1.77,2.48,11.17,70.5,0.0
2008,9,21,20.65,17.0,18.83,20.56,98.38,2.26,3.19,12.39,80.88,21.98
2008,9,22,20.19,13.96,17.08,20.01,98.43,4.19,6.39,10.56,70.06,3.81
2008,9,23,14.89,4.23,9.56,15.02,99.61,2.89,4.52,5.25,50.94,0.69
2008,9,24,11.62,8.64,10.13,12.1,99.24,1.95,2.67,7.02,82.31,8.63
2008,9,25,15.08,5.95,10.51,14.98,99.09,4.47,7.18,5.98,59.19,0.0
2008,9,26,12.19,0.02,6.11,12.4,99.9,3.02,5.36,3.91,46.56,0.0
2008,9,27,13.4,4.37,8.89,13.48,99.61,2.18,3.47,5.31,58.12,0.0
2008,9,28,12.38,6.87,9.63,12.48,99.41,2.05,2.9,6.29,73.06,0.0
2008,9,29,14.92,9.01,11.97,14.75,99.03,1.55,2.3,7.26,72.38,0.0
2008,9,30,16.17,8.4,12.28,15.98,99.21,2.92,4.56,7.02,62.94,0.0
2008,10,1,17.34,12.5,14.92,16.41,99.03,1.87,2.59,9.16,75.62,0.0
2008,10,2,18.16,10.95,14.55,17.63,98.7,2.57,4.02,8.3,66.44,0.0
2008,10,3,16.69,6.61,11.65,16.7,99.25,3.79,5.71,6.23,54.5,0.0
2008,10,4,12.4,6.19,9.3,11.82,99.3,2.29,3.38,5.98,66.75,1.18
2008,10,5,8.64,5.67,7.15,8.33,99.18,3.85,4.84,5.74,82.19,16.41
2008,10,6,10.34,2.28,6.31,10.62,99.38,2.76,4.32,4.52,60.88,0.0
2008,10,7,11.72,5.79,8.75,11.41,99.14,3.09,4.71,5.86,68.94,1.24
2008,10,8,13.21,3.31,8.26,12.13,98.97,3.27,4.95,5.0,57.81,0.0
2008,10,9,12.73,3.52,8.13,11.24,99.31,2.84,4.3,5.07,55.0,1.73
2008,10,10,11.53,0.98,6.25,11.12,99.88,4.2,7.12,4.15,52.06,0.0
2008,10,11,12.81,2.12,7.47,12.64,99.88,2.99,5.09,4.52,51.44,0.0
2008,10,12,14.65,4.05,9.35,14.1,99.15,3.26,5.46,5.19,53.12,0.0
2008,10,13,16.36,7.33,11.85,15.73,98.69,2.34,3.73,6.53,57.69,0.0
2008,10,14,16.29,4.05,10.17,14.86,99.04,2.8,4.34,5.19,47.69,0.05
2008,10,15,17.01,3.24,10.13,15.22,99.38,3.87,5.62,4.88,44.44,0.0
2008,10,16,17.37,5.56,11.47,15.88,99.45,2.29,3.29,5.74,48.0,0.23
2008,10,17,16.17,8.74,12.45,15.26,99.52,2.83,4.38,7.14,63.06,0.0
2008,10,18,15.55,6.17,10.87,14.46,99.38,2.76,4.14,6.04,56.5,0.3
2008,10,19,14.08,3.17,8.62,13.69,99.41,3.56,5.72,4.82,52.06,0.0
2008,10,20,14.16,6.51,10.33,12.49,99.29,1.9,2.76,6.16,60.88,0.34
2008,10,21,14.71,10.63,12.67,14.06,99.11,1.82,2.59,8.12,77.81,0.29
2008,10,22,14.48,12.54,13.51,14.44,98.91,2.84,4.0,9.28,87.94,9.13
2008,10,23,7.86,-5.45,1.2,7.78,99.12,8.17,11.88,2.62,39.88,0.63
2008,10,24,5.75,-6.92,-0.58,5.34,99.23,4.61,7.99,2.32,42.0,0.0
2008,10,25,7.26,-4.56,1.35,6.74,98.92,5.07,8.66,2.75,47.31,0.0
2008,10,26,7.47,-4.55,1.46,7.02,99.37,4.75,8.15,2.75,44.69,0.0
2008,10,27,8.62,-3.03,2.79,7.94,99.56,3.85,6.2,3.05,46.62,0.0
2008,10,28,9.55,-0.69,4.43,8.49,99.0,2.97,4.66,3.72,52.12,0.0
2008,10,29,4.9,-0.15,2.37,4.45,99.46,2.75,4.17,3.78,70.69,0.0
2008,10,30,6.75,2.02,4.39,5.91,99.33,2.21,3.09,4.46,74.06,0.0
2008,10,31,7.75,-2.32,2.72,7.3,99.35,4.03,6.75,3.23,52.69,0.0
2008,11,1,6.92,-3.24,1.84,5.9,98.88,5.26,7.99,3.05,51.25,0.0
2008,11,2,7.26,-4.12,1.58,6.32,98.71,4.34,7.07,2.81,47.5,0.0
2008,11,3,6.87,-5.27,0.8,6.52,99.45,3.16,5.62,2.56,44.94,0.0
2008,11,4,7.65,-1.87,2.89,5.89,99.04,1.89,2.7,3.36,52.94,0.0
2008,11,5,9.65,-1.17,4.25,8.86,98.8,4.27,7.06,3.54,51.38,0.0
2008,11,6,9.76,-2.08,3.84,9.1,98.97,4.8,7.68,3.3,46.44,0.0
2008,11,7,4.67,-5.6,-0.46,4.2,100.02,2.87,4.58,2.5,49.62,0.0
2008,11,8,1.7,-6.12,-2.21,0.32,100.38,1.45,1.88,2.38,57.0,0.0
2008,11,9,4.54,-3.67,0.44,2.74,100.39,1.78,2.48,2.87,58.62,0.0
2008,11,10,4.09,-3.38,0.36,2.15,100.27,2.12,2.98,2.93,59.5,0.0
2008,11,11,3.51,-1.74,0.88,1.48,99.82,1.76,2.6,3.36,70.0,0.0
2008,11,12,5.05,-0.11,2.47,3.8,99.61,2.02,2.9,3.78,71.0,0.02
2008,11,13,5.89,-2.56,1.67,5.33,99.55,3.35,5.25,3.23,59.94,0.13
2008,11,14,3.5,-5.27,-0.88,3.01,99.57,3.06,4.8,2.56,54.56,0.0
2008,11,15,3.33,-7.81,-2.24,1.86,99.37,4.29,6.43,2.14,48.31,0.0
2008,11,16,2.04,-9.57,-3.77,0.64,99.41,3.03,5.08,1.77,42.56,0.0
2008,11,17,-1.2,-12.95,-7.08,-1.92,99.93,3.66,6.02,1.28,40.69,0.0
2008,11,18,-3.08,-14.37,-8.72,-3.21,100.17,4.23,6.7,1.16,40.88,0.0
2008,11,19,-1.59,-11.37,-6.48,-1.78,100.16,2.52,4.02,1.53,48.31,0.0
2008,11,20,1.64,-7.93,-3.15,0.4,99.44,4.2,6.7,2.08,50.69,0.0
2008,11,21,1.63,-7.77,-3.06,0.53,99.96,3.64,5.84,2.08,51.31,0.0
2008,11,22,3.35,-7.21,-1.93,0.92,99.76,2.91,4.38,2.2,47.56,0.0
2008,11,23,0.97,-5.6,-2.31,-0.5,100.1,1.98,3.08,2.5,61.44,0.0
2008,11,24,3.19,-4.99,-0.89,1.86,99.67,2.34,3.85,2.62,56.31,0.0
2008,11,25,1.71,-7.2,-2.74,1.08,99.83,3.68,5.98,2.2,53.88,0.0
2008,11,26,1.5,-9.52,-4.01,0.23,99.65,5.91,8.38,1.83,44.38,0.0
2008,11,27,-0.75,-11.27,-6.02,-1.57,99.88,4.72,6.77,1.53,45.06,0.0
2008,11,28,2.37,-8.06,-2.84,1.58,99.24,6.23,9.7,2.01,47.69,0.0
2008,11,29,2.12,-7.78,-2.84,0.94,99.66,4.06,6.5,2.08,48.88,0.0
2008,11,30,2.39,-5.48,-1.55,1.19,99.21,3.23,5.2,2.5,59.25,0.0
2008,12,1,3.61,-7.95,-2.17,1.37,98.87,4.93,7.75,2.08,44.38,0.0
2008,12,2,1.31,-7.43,-3.06,-1.19,99.01,1.95,2.71,2.2,51.62,0.0
2008,12,3,0.9,-6.06,-2.59,-0.31,99.2,3.33,5.97,2.44,60.06,0.01
2008,12,4,-5.92,-19.75,-12.84,-5.6,100.46,8.06,11.05,0.79,32.25,0.0
2008,12,5,-9.28,-23.1,-16.19,-9.17,100.58,5.62,8.41,0.49,29.06,0.0
2008,12,6,-5.46,-14.13,-9.79,-5.77,99.94,2.45,3.81,1.22,50.75,0.0
2008,12,7,-1.98,-10.77,-6.38,-3.11,99.06,2.95,4.65,1.65,52.62,0.0
2008,12,8,-0.9,-8.92,-4.91,-2.27,98.51,2.63,4.38,1.95,55.12,0.0
2008,12,9,1.46,-6.28,-2.41,-0.09,98.74,2.81,4.4,2.38,56.81,0.02
2008,12,10,-2.73,-7.0,-4.86,-3.36,99.75,2.36,3.14,2.2,72.69,1.16
2008,12,11,-2.99,-8.45,-5.72,-4.11,99.07,2.16,3.26,2.01,68.44,0.0
2008,12,12,-2.16,-8.65,-5.41,-2.72,99.88,2.37,3.61,1.89,62.31,0.0
2008,12,13,-4.16,-14.52,-9.34,-5.27,100.47,3.75,5.51,1.16,45.38,0.0
2008,12,14,-2.1,-10.57,-6.34,-3.23,99.68,3.88,6.34,1.65,52.94,0.0
2008,12,15,0.3,-7.88,-3.79,-1.37,99.31,3.77,5.79,2.08,55.31,0.0
2008,12,16,0.55,-7.22,-3.34,-0.88,98.85,2.93,4.9,2.2,56.38,0.0
2008,12,17,-2.3,-14.12,-8.2,-2.83,99.96,5.67,8.45,1.22,39.62,0.0
2008,12,18,-4.96,-13.49,-9.23,-5.24,99.72,3.12,5.28,1.28,51.88,0.0
2008,12,19,-3.24,-13.18,-8.21,-4.37,99.21,4.21,6.89,1.34,48.12,0.0
2008,12,20,-6.17,-16.08,-11.13,-6.38,99.89,3.0,4.74,0.98,45.38,0.24
2008,12,21,-11.85,-24.12,-17.99,-11.6,101.15,9.33,12.09,0.49,33.19,0.88
2008,12,22,-9.33,-20.71,-15.02,-10.13,100.47,5.24,8.03,0.67,37.25,0.0
2008,12,23,-5.43,-15.88,-10.66,-6.72,99.64,4.62,6.57,1.04,42.94,0.0
2008,12,24,-4.46,-15.8,-10.13,-5.24,99.38,6.63,9.97,0.98,39.88,0.0
2008,12,25,-5.44,-15.46,-10.45,-6.52,100.36,4.94,7.37,1.04,44.38,0.0
2008,12,26,-6.33,-14.16,-10.24,-7.27,100.13,3.14,4.85,1.16,54.5,0.0
2008,12,27,-3.81,-10.72,-7.26,-5.79,99.72,2.14,3.05,1.59,59.62,0.0
2008,12,28,-4.18,-9.48,-6.83,-5.13,99.92,2.14,3.24,1.83,66.81,0.0
2008,12,29,-6.21,-17.84,-12.02,-6.68,99.82,7.53,11.4,0.79,36.62,0.0
2008,12,30,-6.43,-16.56,-11.49,-6.83,100.38,6.33,9.41,0.92,42.56,0.0
2008,12,31,-7.2,-16.79,-11.99,-7.59,100.7,5.53,8.39,0.92,45.06,0.0
2009,1,1,-6.92,-15.63,-11.27,-7.56,100.89,3.55,5.06,1.04,49.56,0.0
2009,1,2,-5.67,-13.19,-9.43,-7.08,100.54,2.89,4.69,1.28,54.94,0.0
2009,1,3,-4.41,-12.9,-8.65,-5.15,100.39,2.85,4.31,1.34,50.88,0.0
2009,1,4,-6.36,-13.92,-10.13,-6.66,100.44,2.47,4.12,1.16,55.31,0.0
2009,1,5,-6.69,-15.81,-11.25,-7.32,100.54,3.46,4.95,0.98,48.44,0.0
2009,1,6,-4.14,-13.64,-8.89,-4.8,100.36,3.48,5.62,1.22,48.06,0.0
2009,1,7,-4.66,-12.35,-8.5,-5.41,100.32,2.83,4.51,1.4,56.06,0.0
2009,1,8,-5.08,-15.02,-10.06,-5.1,100.56,5.24,7.43,1.1,44.88,0.0
2009,1,9,-8.03,-17.9,-12.96,-8.27,100.65,5.59,8.35,0.79,43.12,0.0
2009,1,10,-6.4,-16.49,-11.45,-6.75,99.96,5.25,8.02,0.92,44.56,0.0
2009,1,11,-7.73,-19.41,-13.56,-7.76,100.56,7.14,9.81,0.67,35.81,0.0
2009,1,12,-7.53,-17.6,-12.56,-7.88,100.89,6.39,9.25,0.85,43.44,0.0
2009,1,13,-5.48,-15.96,-10.72,-6.02,100.53,5.86,8.83,0.98,44.19,0.0
2009,1,14,-8.09,-19.3,-13.69,-8.25,101.14,4.46,6.3,0.73,40.62,0.0
2009,1,15,-6.49,-15.35,-10.92,-7.64,100.01,2.96,4.34,1.04,50.0,0.0
2009,1,16,-5.58,-13.04,-9.31,-6.2,99.98,3.23,4.95,1.34,56.75,0.0
2009,1,17,-5.19,-8.45,-6.82,-5.79,99.36,1.79,2.41,1.95,80.12,0.0
2009,1,18,-2.88,-11.98,-7.43,-4.04,99.32,3.8,6.11,1.46,52.94,0.0
2009,1,19,-2.68,-10.95,-6.81,-3.41,99.28,2.59,4.2,1.59,53.44,0.0
2009,1,20,-0.54,-9.27,-4.91,-2.31,99.16,3.93,5.78,1.83,53.75,0.0
2009,1,21,-1.18,-9.27,-5.23,-2.33,98.69,2.58,4.01,1.83,55.06,0.0
2009,1,22,-8.96,-25.88,-17.42,-8.55,99.66,10.73,13.96,0.43,21.81,0.05
2009,1,23,-12.13,-25.98,-19.06,-11.99,100.42,9.64,12.91,0.37,27.5,0.0
2009,1,24,-8.88,-21.1,-14.99,-9.34,99.44,6.52,10.33,0.61,34.44,0.0
2009,1,25,-7.58,-18.85,-13.21,-8.2,99.31,5.52,8.91,0.73,38.75,0.0
2009,1,26,-5.99,-17.1,-11.55,-7.29,99.51,2.94,4.38,0.92,41.88,0.0
2009,1,27,-5.06,-13.77,-9.42,-6.46,99.13,2.49,3.67,1.22,50.38,0.0
2009,1,28,-1.3,-9.34,-5.32,-3.46,99.11,2.31,3.34,1.83,56.88,0.0
2009,1,29,-0.46,-8.73,-4.6,-1.42,99.73,2.84,4.51,1.95,54.62,0.0
2009,1,30,-0.95,-7.11,-4.03,-2.33,99.82,1.97,2.6,2.2,63.88,0.0
2009,1,31,-1.36,-9.17,-5.27,-2.13,99.91,1.73,2.19,1.83,57.5,0.0
2009,2,1,-1.97,-9.17,-5.57,-2.7,99.94,1.57,2.25,1.83,57.75,0.0
2009,2,2,-0.17,-7.69,-3.93,-1.13,100.0,3.0,4.59,2.08,58.5,0.0
2009,2,3,-2.12,-10.96,-6.54,-1.92,99.86,3.98,5.71,1.59,50.94,0.0
2009,2,4,-2.18,-7.31,-4.74,-3.01,99.18,1.59,2.2,2.2,69.31,0.0
2009,2,5,0.15,-5.56,-2.7,-0.13,99.84,3.52,5.67,2.5,69.0,0.0
2009,2,6,0.84,-4.1,-1.63,0.66,99.61,1.52,2.33,2.81,71.5,0.0
2009,2,7,2.25,-9.23,-3.49,0.86,99.97,3.16,4.89,1.83,44.94,0.0
2009,2,8,0.68,-7.18,-3.25,-0.22,99.71,2.02,2.96,2.2,58.19,0.01
2009,2,9,3.95,-6.41,-1.23,2.33,98.92,3.47,5.16,2.38,50.06,0.0
2009,2,10,5.51,-7.13,-0.81,3.76,98.2,4.49,7.25,2.2,42.62,0.0
2009,2,11,3.61,-6.92,-1.66,2.87,98.31,3.46,5.29,2.26,49.62,0.0
2009,2,12,1.89,-2.39,-0.25,1.57,97.43,2.8,4.14,3.36,74.12,8.14
2009,2,13,2.55,-4.74,-1.09,2.65,97.95,3.68,5.48,2.75,61.06,0.16
2009,2,14,0.78,-14.23,-6.73,0.52,98.87,5.09,7.85,1.22,32.88,0.0
2009,2,15,-4.56,-21.55,-13.06,-3.5,99.91,5.45,7.32,0.67,25.0,0.0
2009,2,16,-3.51,-15.06,-9.28,-2.25,100.46,2.7,3.77,1.1,41.44,0.0
2009,2,17,-4.73,-8.97,-6.85,-3.7,100.4,2.87,3.48,1.89,74.56,0.36
2009,2,18,-3.54,-6.35,-4.95,-2.51,100.01,2.98,3.39,2.32,82.81,2.13
2009,2,19,-2.45,-12.67,-7.56,-1.77,99.31,5.07,7.02,1.46,52.62,1.95
